,Spieler,Nation,Nationalelf
3404,Oliver Schweißing,['Deutschland'],Deutschland
3405,Ralf Allgöwer,['Deutschland'],Deutschland
3406,Dieter Lemke,['Deutschland'],Deutschland
3407,Tanguy Nianzou,['Frankreich'],Frankreich
3408,Ragnar Ache,['Deutschland'],Deutschland
3409,Allan Saint-Maximin,['Frankreich'],Frankreich
3410,Carlos Zambrano,['Peru'],Peru
3411,Addy Menga,"['DR Kongo', 'Deutschland']",DR Kongo
3412,Bjarni Guðjónsson,['Island'],Island
3413,Michael Scheike,['Deutschland'],Deutschland
3414,Oliver Posniak,['Deutschland'],Deutschland
3415,Thomas Kies,['Deutschland'],Deutschland
3416,Alfred Steinkirchner,['Deutschland'],Deutschland
3417,Tobias Strobl,['Deutschland'],Deutschland
3418,Gerald Schröder,['Deutschland'],Deutschland
3419,Sead Kajtaz,['Bosnien-Herzegowina'],Bosnien-Herzegowina
3420,Preben Elkjær Larsen,['Dänemark'],Dänemark
3421,Blendi Idrizi,['Deutschland'],Deutschland
3422,Jochen Weigl,['Deutschland'],Deutschland
3423,Andreas Lübke,['Deutschland'],Deutschland
3424,Günter Oleknavicius,['Deutschland'],Deutschland
3425,Uffe Bech,['Dänemark'],Dänemark
3426,Edson Braafheid,['Niederlande'],Niederlande
3427,Manuel Fischer,['Deutschland'],Deutschland
3428,Armin Störzenhofecker,['Deutschland'],Deutschland
3429,Michael Oelkuch,['Deutschland'],Deutschland
3430,Günter Walz,['Deutschland'],Deutschland
3431,Florian Flick,['Deutschland'],Deutschland
3432,Mensur Mujdža,"['Bosnien-Herzegowina', 'Kroatien']",Bosnien-Herzegowina
3433,Daniel Ziebig,['Deutschland'],Deutschland
3434,Frankie Hejduk,"['USA', 'Kroatien']",USA
3435,Achim Glückler,['Deutschland'],Deutschland
3436,Nemanja Radonjić,['Serbien'],Serbien
3437,Dragan Trkulja,['Serbien'],Serbien
3438,Miran Pavlin,['Slowenien'],Slowenien
3439,Bernd Krumbein,['Deutschland'],Deutschland
3440,Ludovic Obraniak,"['Polen', 'Frankreich']",Polen
3441,Axel Thoma,['Deutschland'],Deutschland
3442,Mustafa Kučuković,"['Deutschland', 'Bosnien-Herzegowina']",Deutschland
3443,Jovan Aćimović,['Serbien'],Serbien
3444,Bernd Kettler,['Deutschland'],Deutschland
3445,Hugo Novoa,['Spanien'],Spanien
3446,Vincent Koziello,['Frankreich'],Frankreich
3447,Mërgim Mavraj,"['Albanien', 'Deutschland']",Albanien
3448,Matthias Dworschak,['Deutschland'],Deutschland
3449,Florian Krüger,['Deutschland'],Deutschland
3450,Hans-Jürgen Bargfrede,['Deutschland'],Deutschland
3451,Egwin Wolf,['Deutschland'],Deutschland
3452,Wahidullah Faghir,['Dänemark'],Dänemark
3453,Paschalis Seretis,['Griechenland'],Griechenland
3454,Shkodran Mustafi,['Deutschland'],Deutschland
3455,Joachim Heinke,['Deutschland'],Deutschland
3456,Dušan Švento,['Slowakei'],Slowakei
3457,Ole Sørensen,['Dänemark'],Dänemark
3458,Giorgios Tzavellas,['Griechenland'],Griechenland
3459,Olaf Holetschek,['Deutschland'],Deutschland
3460,Hubert Schöll,['Deutschland'],Deutschland
3461,Jacques Zoua,['Kamerun'],Kamerun
3462,Tommy Svindal Larsen,['Norway'],Norway
3463,Joachim Hutka,['Polen'],Polen
3464,Werner Hölzenbein,['Deutschland'],Deutschland
3465,Luca Kilian,['Deutschland'],Deutschland
3466,Robert Gumny,['Polen'],Polen
3467,Jörg Gaedke,['Deutschland'],Deutschland
3468,Andrew Wooten,"['USA', 'Deutschland']",USA
3469,Rajko Tavcar,"['Slowenien', 'Deutschland']",Slowenien
3470,Rudolf Collet,['Deutschland'],Deutschland
3471,Siegfried Werner,['Deutschland'],Deutschland
3472,Tom Alexander Rothe,['Deutschland'],Deutschland
3473,Gabriel Melkam,['Nigeria'],Nigeria
3474,Kurt Knoll,['Deutschland'],Deutschland
3475,Georg Stürz,['Deutschland'],Deutschland
3476,Uwe Hartenberger,['Deutschland'],Deutschland
3477,Klaus Meyer,['Deutschland'],Deutschland
3478,Fabian Schönheim,['Deutschland'],Deutschland
3479,Roger Lutz,['Deutschland'],Deutschland
3480,Alfred Resenberg,['Deutschland'],Deutschland
3481,Artem Krawez,['Ukraine'],Ukraine
3482,Zhi Gin Lam,['Deutschland'],Deutschland
3483,Jacopo Sala,['Italien'],Italien
3484,Vratislav Greško,['Slowakei'],Slowakei
3485,Oliver Reck,['Deutschland'],Deutschland
3486,Frank Hanisch,['Deutschland'],Deutschland
3487,Jürgen Billmann,['Deutschland'],Deutschland
3488,Stefan Schmitt,['Deutschland'],Deutschland
3489,Hans-Jürgen Baake,['Deutschland'],Deutschland
3490,Julio Baylon,['Peru'],Peru
3491,Gerd Kohl,['Deutschland'],Deutschland
3492,Erwin Jung,['Deutschland'],Deutschland
3493,Jetro Willems,['Niederlande'],Niederlande
3494,Eduard Kirschner,['Deutschland'],Deutschland
3495,Rolf Bauerkämper,['Deutschland'],Deutschland
3496,Kurt Ritter,['Deutschland'],Deutschland
3497,Jiloan Hamad,"['Schweden', 'Irak']",Schweden
3498,Garra Dembélé,"['Mali', 'Frankreich']",Mali
3499,Tobias Damm,['Deutschland'],Deutschland
3500,Mats Lilienberg,['Schweden'],Schweden
3501,Karl-Heinz Emig,['Deutschland'],Deutschland
3502,Sardar Azmoun,['Iran'],Iran
3503,Douglas Santos,['Brasilien'],Brasilien
3504,Gerd Regitz,['Deutschland'],Deutschland
3505,Serey Die,"[""Elfenbeinküste""]",Elfenbeinküste
3506,Mirko Boland,['Deutschland'],Deutschland
3507,Ilijan Mizanski,['Bulgarien'],Bulgarien
3508,Reiner Alhaus,['Deutschland'],Deutschland
3509,Pablo Quattrocchi,"['Argentinien', 'Italien']",Argentinien
3510,Dieter Hochheimer,['Deutschland'],Deutschland
3511,Claus Vogler,['Deutschland'],Deutschland
3512,Panagiotis Retsos,['Griechenland'],Griechenland
3513,Thomas Cichon,['Deutschland'],Deutschland
3514,Frank Kastner,['Deutschland'],Deutschland
3515,Alexander Fuchs,['Deutschland'],Deutschland
3516,Günter Karnhof,['Deutschland'],Deutschland
3517,Odise Roshi,['Albanien'],Albanien
3518,Tobias Rau,['Deutschland'],Deutschland
3519,Lukas Mühl,['Deutschland'],Deutschland
3520,Sören Seidel,['Deutschland'],Deutschland
3521,Gaëtan Bussmann,['Frankreich'],Frankreich
3522,Omar Elabdellaoui,['Norwegen'],Norwegen
3523,Daniel Brinkmann,['Deutschland'],Deutschland
3524,Mustafa Dogan,['Deutschland'],Deutschland
3525,Frank Wolf,['Deutschland'],Deutschland
3526,Rolf Dohmen,['Deutschland'],Deutschland
3527,Reinhold Wischnowsky,['Deutschland'],Deutschland
3528,Leo Wilden,['Deutschland'],Deutschland
3529,Altin Lala,['Albanien'],Albanien
3530,Rick Hoogendorp,['Niederlande'],Niederlande
3531,Andreas Görlitz,['Deutschland'],Deutschland
3532,Carsten Kober,['Deutschland'],Deutschland
3533,Erich Hermesdorf,['Deutschland'],Deutschland
3534,András Schäfer,['Ungarn'],Ungarn
3535,Christian Prosenik,['Österreich'],Österreich
3536,Jürgen Radschuweit,['Deutschland'],Deutschland
3537,Erhan Önal,['Türkei'],Türkei
3538,Rolf Kahn,"['Lettland', 'Deutschland']",Lettland
3539,Denis Wolf,"['Philippinen', 'Deutschland']",Philippinen
3540,Frank Weber,['Deutschland'],Deutschland
3541,Linton Maina,['Deutschland'],Deutschland
3542,Berkay Özcan,"['Türkei', 'Deutschland']",Türkei
3543,Matias Cenci,"['Argentinien', 'Italien']",Argentinien
3544,Rudolf Sandner,['Deutschland'],Deutschland
3545,Mickaël Cuisance,['Frankreich'],Frankreich
3546,Steve Marlet,['Frankreich'],Frankreich
3547,Thomas Kläsener,['Deutschland'],Deutschland
3548,Stefan Strerath,['Deutschland'],Deutschland
3549,Lothar Geisler,['Deutschland'],Deutschland
3550,Holger Wehlage,['Deutschland'],Deutschland
3551,Zlatko Janjić,"['Deutschland', 'Bosnien-Herzegowina']",Deutschland
3552,Mehmet Dragusha,['Albanien'],Albanien
3553,Dragan Holcer,['Kroatien'],Kroatien
3554,Frank Rost,['Deutschland'],Deutschland
3555,Volkmar Groß,['Deutschland'],Deutschland
3556,Babacar N'Diaye,"['Senegal', 'Deutschland']",Senegal
3557,Thomas Paulus,['Deutschland'],Deutschland
3558,Mathias Kuhlmey,['Deutschland'],Deutschland
3559,Josip Stanisic,['Deutschland'],Deutschland
3560,Michael Lang,['Schweiz'],Schweiz
3561,Steffen Handschuh,['Deutschland'],Deutschland
3562,Anderson-Lenda Lucoqui,"['Deutschland', 'Angola']",Deutschland
3563,Mohamed Dräger,['Tunesien'],Tunesien
3564,Andreas Voss,['Deutschland'],Deutschland
3565,Mario Posch,['Österreich'],Österreich
3566,Uğur İnceman,"['Türkei', 'Deutschland']",Türkei
3567,Werner Ohm,['Deutschland'],Deutschland
3568,Carsten Linke,['Deutschland'],Deutschland
3569,Wladlen Jurtschenko,['Ukraine'],Ukraine
3570,Aníbal Matellán,['Argentinien'],Argentinien
3571,Manfred Hellmann,['Deutschland'],Deutschland
3572,Willi Bernecker,['Deutschland'],Deutschland
3573,Cebio Soukou,"['Deutschland', 'Benin']",Deutschland
3574,Marcel Eger,['Deutschland'],Deutschland
3575,Erhan Albayrak,['Türkei'],Türkei
3576,Dominik Kaiser,['Deutschland'],Deutschland
3577,Julian Derstroff,['Deutschland'],Deutschland
3578,Sebastian Reinert,['Deutschland'],Deutschland
3579,Fabian Lamotte,['Deutschland'],Deutschland
3580,Piotr Tyszkiewicz,['Polen'],Polen
3581,Torsten Lieberknecht,['Deutschland'],Deutschland
3582,Jan Männer,['Deutschland'],Deutschland
3583,Uwe Erkenbrecher,['Deutschland'],Deutschland
3584,Dieter Hentschel,['Deutschland'],Deutschland
3585,Mikaël Silvestre,"['Frankreich', 'Guadeloupe']",Frankreich
3586,Michael Sommer,['Deutschland'],Deutschland
3587,Soma Novothny,['Ungarn'],Ungarn
3588,Jürgen Hasebrink,['Deutschland'],Deutschland
3589,Sambou Yatabaré,['Mali'],Mali
3590,Joakim Persson,['Schweden'],Schweden
3591,Kim Christensen,['Dänemark'],Dänemark
3592,Daniel Felgenhauer,['Deutschland'],Deutschland
3593,Fabian Schär,['Schweiz'],Schweiz
3594,Harry Hartung,['Deutschland'],Deutschland
3595,Thomas Miller,['Deutschland'],Deutschland
3596,Heinz-Dieter Lömm,['Deutschland'],Deutschland
3597,Leon Balogun,"['Nigeria', 'Deutschland']",Nigeria
3598,Markus Thorandt,['Deutschland'],Deutschland
3599,Patrick Paauwe,['Niederlande'],Niederlande
3600,Philipp Degen,['Schweiz'],Schweiz
3601,Jürgen Lange,['Deutschland'],Deutschland
3602,Haji Wright,['USA'],USA
3603,Paolo da Palma,['Deutschland'],Deutschland
3604,Oliver Pagé,['Deutschland'],Deutschland
3605,František Straka,['Tschechien'],Tschechien
3606,Klaus Weber,['Deutschland'],Deutschland
3607,Benjamin Lense,['Deutschland'],Deutschland
3608,Emre Mor,"['Türkei', 'Dänemark']",Türkei
3609,Herbert Bönnen,['Deutschland'],Deutschland
3610,Tom Trybull,['Deutschland'],Deutschland
3611,Deniz Naki,"['Deutschland', 'Türkei']",Deutschland
3612,Kevin Hansen,['Deutschland'],Deutschland
3613,Wolfgang Böhni,['Deutschland'],Deutschland
3614,Danijel Stefulj,['Kroatien'],Kroatien
3615,Federico Barba,['Italien'],Italien
3616,Matthias Lust,['Deutschland'],Deutschland
3617,Hans Otto Hiestermann,['Deutschland'],Deutschland
3618,Jean Zimmer,['Deutschland'],Deutschland
3619,Ammar Jemal,['Tunesien'],Tunesien
3620,Mark Strudal,['Dänemark'],Dänemark
3621,Oswald Semlits,['Deutschland'],Deutschland
3622,Julian Wießmeier,['Deutschland'],Deutschland
3623,Michael Mutzel,['Deutschland'],Deutschland
3624,Suleiman Abdullahi,['Nigeria'],Nigeria
3625,Reinhard Stumpf,['Deutschland'],Deutschland
3626,Horst Schauß,['Deutschland'],Deutschland
3627,Gheorghe Popescu,['Rumänien'],Rumänien
3628,Pedro Milasincic,['Serbien'],Serbien
3629,Orhan Ademi,"['Schweiz', 'Nordmazedonien']",Schweiz
3630,Nemanja Vučićević,['Serbien'],Serbien
3631,Dragan Stevanovic,['Serbien'],Serbien
3632,Reinhard Löffler,['Deutschland'],Deutschland
3633,Oliver Burke,['Schottland'],Schottland
3634,Alexander Klitzpera,['Deutschland'],Deutschland
3635,Bill Tchato,['Kamerun'],Kamerun
3636,Björn Dreyer,['Deutschland'],Deutschland
3637,Herbert Mühlenberg,['Deutschland'],Deutschland
3638,Horst Blankenburg,['Deutschland'],Deutschland
3639,José Campaña,['Spanien'],Spanien
3640,Bastian Schulz,['Deutschland'],Deutschland
3641,Waldemar Matysik,['Polen'],Polen
3642,Moussa Latoundji,['Benin'],Benin
3643,Facundo Quiroga,['Argentinien'],Argentinien
3644,Billy Ohlsson,['Schweden'],Schweden
3645,Felix Kroos,['Deutschland'],Deutschland
3646,Leon Jessen,['Dänemark'],Dänemark
3647,Uwe Stöver,['Deutschland'],Deutschland
3648,Thomas Hinz,['Deutschland'],Deutschland
3649,Lennart Thy,['Deutschland'],Deutschland
3650,Ricardo Osorio,['Mexiko'],Mexiko
3651,Craig Moore,['Australien'],Australien
3652,Wolfgang Schlief,['Deutschland'],Deutschland
3653,Wolf-Rüdiger Krause,['Deutschland'],Deutschland
3654,Markus Pleuler,['Deutschland'],Deutschland
3655,Scott Booth,['Schottland'],Schottland
3656,Lars Jacobsen,['Dänemark'],Dänemark
3657,Edimilson Fernandes,['Schweiz'],Schweiz
3658,Bakary Diakité,"['Mali', 'Deutschland']",Mali
3659,Alex Nyarko,['Ghana'],Ghana
3660,Rudolf Bast,['Deutschland'],Deutschland
3661,Wenanty Fuhl,['Polen'],Polen
3662,Thomas Lasser,['Deutschland'],Deutschland
3663,Godfried Aduobe,['Ghana'],Ghana
3664,Jeremie Frimpong,"['Niederlande', 'Ghana']",Niederlande
3665,Denis Olejnik,['Ukraine'],Ukraine
3666,Willi Kostrewa,['Deutschland'],Deutschland
3667,Michael Hector,"['Jamaika', 'England']",Jamaika
3668,Wilhelm Reisinger,['Deutschland'],Deutschland
3669,Dennis Grassow,['Deutschland'],Deutschland
3670,Aleksandr Rychkov,['Russland'],Russland
3671,Robert Holzer,['Deutschland'],Deutschland
3672,Jean-Pierre de Keyser,['Deutschland'],Deutschland
3673,Horst Szymaniak,['Deutschland'],Deutschland
3674,Alexandros Tziolis,['Griechenland'],Griechenland
3675,Roland Vogel,['Deutschland'],Deutschland
3676,Denis Kljujew,['Russland'],Russland
3677,Sven Ratke,['Deutschland'],Deutschland
3678,Dragutin Čelić,['Kroatien'],Kroatien
3679,Volker Knappheide,['Deutschland'],Deutschland
3680,Shmuel Rosenthal,['Israel'],Israel
3681,Hiroki Ito,['Japan'],Japan
3682,Ousman Manneh,['Gambia'],Gambia
3683,Michael Beauchamp,['Australien'],Australien
3684,Mateo Klimowicz,['Argentinien'],Argentinien
3685,Ken Reichel,['Deutschland'],Deutschland
3686,Alexander Voigt,['Deutschland'],Deutschland
3687,Per Pedersen,['Dänemark'],Dänemark
3688,Marco Zernicke,['Deutschland'],Deutschland
3689,Cristian Zaccardo,['Italien'],Italien
3690,Robert Kovač,['Kroatien'],Kroatien
3691,Thomas Zetzmann,['Deutschland'],Deutschland
3692,Niels Tune-Hansen,['Dänemark'],Dänemark
3693,Günter Keifler,['Deutschland'],Deutschland
3694,Dieter Strauß,['Deutschland'],Deutschland
3695,Borna Sosa,['Kroatien'],Kroatien
3696,Yuya Kubo,['Japan'],Japan
3697,Christoph Teinert,['Deutschland'],Deutschland
3698,Jurica Puljiz,['Kroatien'],Kroatien
3699,Vincent Mennie,['Schottland'],Schottland
3700,Bernd Maier,['Deutschland'],Deutschland
3701,Jürgen Marek,['Deutschland'],Deutschland
3702,Matija Nastasić,['Serbien'],Serbien
3703,Stefan Knapp,['Deutschland'],Deutschland
3704,Jóan Edmundsson,['Färöer'],Färöer
3705,Wilfried Ahnefeld,['Deutschland'],Deutschland
3706,Adrian Kunz,['Schweiz'],Schweiz
3707,Tyler Adams,['USA'],USA
3708,Kachaber Zchadadse,['Georgien'],Georgien
3709,Helmut Rahner,['Deutschland'],Deutschland
3710,Christian Rudzki,['Argentinien'],Argentinien
3711,Amir Abrashi,"['Albanien', 'Schweiz']",Albanien
3712,Kai Steffen,['Deutschland'],Deutschland
3713,Mario Krohm,['Deutschland'],Deutschland
3714,Helmut Manns,['Deutschland'],Deutschland
3715,Anton Vuckov,['Kroatien'],Kroatien
3716,Timothy Tillman,"['Deutschland', 'USA']",Deutschland
3717,Shani Tarashaj,"['Schweiz', 'Kosovo']",Schweiz
3718,Mariusz Kukielka,['Polen'],Polen
3719,Guido Gorges,['Deutschland'],Deutschland
3720,Andreas Wagenhaus,['Deutschland'],Deutschland
3721,Johannes van den Bergh,['Deutschland'],Deutschland
3722,Guido Silberbach,['Deutschland'],Deutschland
3723,Jürgen Baier,['Deutschland'],Deutschland
3724,Paul Lambert,['Schottland'],Schottland
3725,Günther Fuchs,['Deutschland'],Deutschland
3726,Nikita Rukavytsya,"['Australien', 'Ukraine']",Australien
3727,Axel Jüptner,['Deutschland'],Deutschland
3728,Srđan Čebinac,['Serbien'],Serbien
3729,Piero Hincapie,['Ecuador'],Ecuador
3730,David Rasmussen,['Dänemark'],Dänemark
3731,Walter Laubinger,['Deutschland'],Deutschland
3732,Peter Falter,['Deutschland'],Deutschland
3733,Gerard Hausser,['Frankreich'],Frankreich
3734,Maximilian Wagener,['Deutschland'],Deutschland
3735,René Beuchel,['Deutschland'],Deutschland
3736,Miroslav Vjetrović,['Serbien'],Serbien
3737,Willi Bierofka,['Deutschland'],Deutschland
3738,Hans-Jürgen Kleinholz,['Deutschland'],Deutschland
3739,Renato Sanches,['Portugal'],Portugal
3740,László Kleinheisler,['Ungarn'],Ungarn
3741,Jonny Otten,['Deutschland'],Deutschland
3742,Hans-Dieter Diehl,['Deutschland'],Deutschland
3743,Willi Seebauer,['Deutschland'],Deutschland
3744,Klaus Konieczka,['Deutschland'],Deutschland
3745,Fredrik Jensen,['Finnland'],Finnland
3746,Stefan Studtrucker,['Deutschland'],Deutschland
3747,Gerd Kühn,['Deutschland'],Deutschland
3748,Sławomir Wojciechowski,['Polen'],Polen
3749,Rudolf Grosser,['Deutschland'],Deutschland
3750,Philipp Zulechner,['Österreich'],Österreich
3751,Jakob Friis-Hansen,['Dänemark'],Dänemark
3752,Marnon Busch,['Deutschland'],Deutschland
3753,Erich Miß,['Deutschland'],Deutschland
3754,Norbert Irtel,['Deutschland'],Deutschland
3755,Oliver Schäfer,['Deutschland'],Deutschland
3756,Daniel Schwaab,['Deutschland'],Deutschland
3757,Tolga Ciğerci,"['Türkei', 'Deutschland']",Türkei
3758,Heinz Wirtz,['Deutschland'],Deutschland
3759,Fabian Bäcker,['Deutschland'],Deutschland
3760,Josef Bläser,['Deutschland'],Deutschland
3761,Rainer Laskowsky,['Deutschland'],Deutschland
3762,Adrian Nikçi,"['Schweiz', 'Albanien']",Schweiz
3763,Michael Bochtler,['Deutschland'],Deutschland
3764,Anton Stach,['Deutschland'],Deutschland
3765,Jens Wemmer,['Deutschland'],Deutschland
3766,Waldemar Kryger,['Polen'],Polen
3767,Egon Horst,['Deutschland'],Deutschland
3768,Mathias Jack,['Deutschland'],Deutschland
3769,Miguel Pereira,['Angola'],Angola
3770,Süleyman Koç,"['Deutschland', 'Türkei']",Deutschland
3771,Gerd Wimmer,['Österreich'],Österreich
3772,Dirk Flock,['Deutschland'],Deutschland
3773,Hugo Ulm,['Deutschland'],Deutschland
3774,Krzysztof Hetmanski,"['Polen', 'Deutschland']",Polen
3775,Jacky Peeters,['Belgien'],Belgien
3776,Klaus Mirwald,['Deutschland'],Deutschland
3777,Heinz Mostert,['Deutschland'],Deutschland
3778,Paul Seguin,['Deutschland'],Deutschland
3779,Jürgen Wielert,['Deutschland'],Deutschland
3780,Eduard Angele,['Deutschland'],Deutschland
3781,Matthias Ostrzolek,"['Deutschland', 'Polen']",Deutschland
3782,Christian Strohdiek,['Deutschland'],Deutschland
3783,Sebastian Kerk,['Deutschland'],Deutschland
3784,Moses Sichone,"['Sambia', 'Deutschland']",Sambia
3785,Soner Uysal,['Deutschland'],Deutschland
3786,Michael Skibbe,['Deutschland'],Deutschland
3787,Demarai Gray,"['England', 'Jamaika']",England
3788,Aaron Seydel,['Deutschland'],Deutschland
3789,Vladimir Ivić,['Serbien'],Serbien
3790,Matthias Lindner,['Deutschland'],Deutschland
3791,Thomas Gerstner,['Deutschland'],Deutschland
3792,Heiko Racky,['Deutschland'],Deutschland
3793,Siegfried Böhringer,['Deutschland'],Deutschland
3794,Kristijan Jakić,['Kroatien'],Kroatien
3795,Anthony Jung,['Deutschland'],Deutschland
3796,Thomas Drescher,['Deutschland'],Deutschland
3797,Thomas Siewert,['Deutschland'],Deutschland
3798,Hans-Joachim Förster,['Deutschland'],Deutschland
3799,Heinz Libuda,['Deutschland'],Deutschland
3800,Andreas Pallasch,['Polen'],Polen
3801,Johnny Heitinga,['Niederlande'],Niederlande
3802,Oskar Bauer,['Deutschland'],Deutschland
3803,Chris Richards,['USA'],USA
3804,Malick Thiaw,['Deutschland'],Deutschland
3805,Kasim Adams,['Ghana'],Ghana
3806,Christian Simon,['Deutschland'],Deutschland
3807,Hans-Peter Makan,['Deutschland'],Deutschland
3808,Gerd Komorowski,['Deutschland'],Deutschland
3809,Peter Czernotzky,['Deutschland'],Deutschland
3810,Miroslav Bicanic,['Kroatien'],Kroatien
3811,Frank Lippmann,['Deutschland'],Deutschland
3812,Dirk Hielscher,['Deutschland'],Deutschland
3813,Dirk Lellek,['Deutschland'],Deutschland
3814,Željko Perušić,"['Kroatien', 'Jugoslawien']",Kroatien
3815,Michel Vlap,['Niederlande'],Niederlande
3816,Jovan Kirovski,['USA'],USA
3817,Dietmar Janssen,['Deutschland'],Deutschland
3818,Jürgen Strack,['Deutschland'],Deutschland
3819,Detlef Webers,['Deutschland'],Deutschland
3820,Amos Pieper,['Deutschland'],Deutschland
3821,Leo Spielberger,['Deutschland'],Deutschland
3822,Florian Gothe,['Deutschland'],Deutschland
3823,Jens-Peter Box,['Deutschland'],Deutschland
3824,Michael Parensen,['Deutschland'],Deutschland
3825,Florian Trinks,['Deutschland'],Deutschland
3826,José Roberto,['Brasilien'],Brasilien
3827,Chhunly Pagenburg,"['Kambodscha', 'Deutschland']",Kambodscha
3828,Achim Weber,['Deutschland'],Deutschland
3829,Jürgen Lutz,['Deutschland'],Deutschland
3830,Eberhard Haun,['Deutschland'],Deutschland
3831,Christian Gebauer,['Österreich'],Österreich
3832,Michael Böhnke,['Deutschland'],Deutschland
3833,Klaus Slatina,['Deutschland'],Deutschland
3834,Samir Kamouna,['Ägypten'],Ägypten
3835,Achim Melcher,['Deutschland'],Deutschland
3836,Marcelo Saracchi,['Uruguay'],Uruguay
3837,Romeo Castelen,"['Niederlande', 'Suriname']",Niederlande
3838,Maicon,['Brasilien'],Brasilien
3839,Jan-Hoiland Nielsen,['Dänemark'],Dänemark
